t,detected,snr_dB,range_m,az_cmd_rad,el_cmd_rad,az_t_rad,el_t_rad,sigma_true_m2,R00,R01,R02,R10,R11,R12,R20,R21,R22,tracks_total,tracks_confirmed
1.0,False,-170.59733743494402,3602942.2335531474,-1.396263401595462,0.08726646259971647,4.368327965648356,-0.28546304085727586,13.050438966265236,0.999953269410398,0.009444789391035885,-0.002062752727736368,0.0020627527277363054,-0.4169060404547378,-0.9089472473601188,-0.009444789391035898,0.9089005167705163,-0.4169060404547376,0,0
1.1,False,-147.01997194214275,3602646.4060954787,-1.5184364492350655,0.08726646259971647,4.368326560697258,-0.28537465480715474,18.13678550786029,0.999939959171235,-0.010305422650588274,0.003725092834075759,-0.0030619300294438827,-0.5891690504222973,-0.8080039941788552,0.010521532071163898,0.8079440749757877,-0.5891652307073068,0,0
1.2000000000000002,False,-131.66247873371705,3602350.5662564086,-1.640609496874669,0.08726646259971647,4.368325159977774,-0.28528627155794306,14.77456978364625,0.9998607140093397,0.0067303268733495195,0.015272697237628063,0.015272697237628067,-0.7379797792964706,-0.6746499759642923,0.0067303268733494995,0.674789261954953,-0.7379797792964704,0,0
1.3,False,-121.41395651573407,3602054.714036766,-1.7627825445142715,0.08726646259971647,4.368323763491244,-0.28519789111000077,14.440388938396488,0.9997406063101523,0.022664296339875233,0.0022471684468498916,0.020590084166078625,-0.8572305877156275,-0.5145209110607203,-0.009734912872953612,0.514433716970552,-0.857474887279632,0,0
1.4000000000000001,False,-117.7208022947882,3601758.849437379,-1.884955592153875,0.08726646259971647,4.368322371239013,-0.2851095134636891,12.137040989848817,0.9999954001128307,0.0024770568361648696,-0.0017504121260621096,0.001750412126062061,-0.9426036254597687,-0.33390918125665364,-0.0024770568361649047,0.33390458136948364,-0.9426036254597686,0,0
1.5,False,-175.8529238279438,3601462.9724590713,-1.8325957145940484,0.17453292519943295,4.368320983222425,-0.28502113861936845,13.200898111176464,0.9998392625375014,-0.007125510514117879,0.01645223961591831,-0.0047521633946813495,-0.9901357212490667,-0.14003096246780733,0.017287742233636154,0.13993027051536547,-0.9900104309359369,0,0
1.6,False,-183.19268351734445,3601167.083102677,-1.710422666954445,0.17453292519943295,4.368319599442825,-0.28493276657740024,11.81381425401819,0.9998398642651476,0.013026025271019353,0.012270635349942364,0.012270635349942396,-0.9981382750483867,0.05974458462102967,0.013026025271019318,-0.05958444888617683,-0.9981382750483867,0,0
1.7000000000000002,False,-196.74058180535877,3600871.181369019,-1.5882496193148414,0.17453292519943295,4.368318219901558,-0.2848443973381456,9.849098044247164,0.9998568910335253,0.0147774722116237,-0.008235518672749872,0.01639739418643125,-0.9663057845393412,0.2568740084743928,-0.0041620808100412505,-0.2569722885465326,-0.9664098095541496,0,0
1.8,False,-215.55686683304796,3600575.267258931,-1.4660765716752389,0.17453292519943295,4.36831684459997,-0.2847560309019663,9.497243418028528,0.999991674553457,-0.0021518611667780065,0.0034670329235754935,-0.0034670329235755182,-0.8961169197430663,0.44380451308307456,0.002151861166777963,-0.4438128385296184,-0.8961169197430663,0,0
1.9000000000000001,False,-240.97836489637479,3600279.3407732407,-1.3439035240356354,0.17453292519943295,4.368315473539407,-0.28466766726922405,7.785925313028894,0.9997257631889966,0.004222074959545016,0.023034159398936552,-0.010784847729760337,-0.790085114406167,0.6129022752880257,0.020786665813100427,-0.6129826148242943,-0.7898229095484283,0,0
2.0,False,-271.0512963193832,3599983.4019127754,-1.2217304763960328,0.17453292519943295,4.368314106721216,-0.28457930644028157,8.498854483753247,0.9998675764743855,0.015256774798614004,0.00566218491263516,0.0056621849126352215,-0.6523514585401816,0.7578954507070956,0.015256774798613983,-0.7577630271814805,-0.6523514585401818,0,0
2.1,False,-299.4004195812743,3599687.4506783676,-1.0995574287564303,0.17453292519943295,4.368312744146743,-0.28449094841550077,6.940012418061018,0.9999496716433393,0.0017620905636743741,-0.009876700725707023,0.009477904429926949,-0.48873819260750645,0.8723790164913207,-0.003289910028700434,-0.8724287215145958,-0.48873029614339436,0,0
2.2,False,-299.9999997221394,3599391.487070846,-1.117010721276369,0.2617993877991494,4.3683113858173375,-0.28440259319524447,7.056247547200741,0.9999443543373802,-0.0016319746198365686,0.01042232640258922,-0.010422326402589215,-0.3056657314798511,0.9520818429689982,0.0016319746198365506,-0.9521374886316191,-0.3056657314798514,0,0
2.3000000000000003,False,-299.99917966426983,3599095.51109104,-1.2391837689159715,0.2617993877991494,4.368310031734347,-0.28431424077987566,5.66077921481468,0.9996683610357797,0.01684876895640384,0.019475290208199568,-0.017497835070162615,-0.11045818087960715,0.9937267310707829,0.018894277226114253,-0.9937379479829782,-0.11012673166257633,0,0
2.4000000000000004,False,-299.3240142810221,3598799.5227397806,-1.361356816555574,0.2617993877991494,4.368308681899119,-0.28422589116975805,5.334853536168078,0.9999270279085606,0.012068396389556414,-0.0005409866351604106,-0.0005409866351603446,0.08947038553624269,0.995989336009907,0.01206839638955643,-0.9959163639184664,0.08947038553624241,0,0
2.5,False,-284.08346228336194,3598503.5220179018,-1.4835298641951775,0.2617993877991494,4.368307336313006,-0.284137544365254,4.9571365397708895,0.9999626255636886,-0.008480846204044611,-0.0016800962590550598,0.0040320991121808045,0.285564232090296,0.9583510899077791,-0.0076478528049315885,-0.9583220463906387,0.2855877549005403,0,0
2.6,False,-266.45581231512443,3598207.5089262296,-1.60570291183478,0.2617993877991494,4.368305994977355,-0.2840492003667285,4.711806724440518,0.999882165256198,0.003721118750685124,0.014893249404432336,-0.01489324940443238,0.47031586634646405,0.8823724706635804,-0.0037211187506849593,-0.8824903054073833,0.4703158663464639,0,0
2.7,False,-254.14260678078102,3597911.4834655994,-1.7278759594743835,0.2617993877991494,4.368304657893518,-0.28396085917454467,4.998206848436068,0.999701902120986,0.023089522362201145,0.007936047679423438,-0.02081599872949075,0.6361767676134424,0.7712624809659838,0.012759353141069093,-0.7711977660146557,0.6364677561364942,0,0
2.8000000000000003,False,-247.7242706550863,3597615.4456368415,-1.850049007113987,0.2617993877991494,4.368303325062844,-0.28387252078906694,5.306269095906886,0.9999821285061745,0.005396398824398806,-0.002573236870348703,-0.0025732368703487328,0.7770034534766465,0.6294910735962603,0.00539639882439881,-0.6294732021024334,0.7770034534766465,0,0
2.9000000000000004,False,-299.994436969886,3597319.3954407885,-1.8675022996339363,0.3490658503988659,4.368301996486687,-0.28378418521065957,4.882980356643912,0.9998878891023255,-0.009733351545068167,0.011378536557834046,0.0033658606151998585,0.886560312023837,0.46260078266958643,-0.01459041496383478,-0.46251062151251693,0.886493680056032,0,0
3.0,False,-299.9982500193958,3597023.3328782707,-1.7453292519943338,0.3490658503988659,4.368300672166396,-0.28369585243968864,5.024276768078711,0.9998428592631735,0.010657817456981472,0.014165722978295039,-0.01416572297829506,0.9607673522265693,0.27699355080587623,-0.010657817456981454,-0.2771506915427036,0.9607673522265695,0,0
3.1,False,-299.9998578853272,3596727.2579501243,-1.6231562043547303,0.3490658503988659,4.3682993521033255,-0.28360752247651755,5.193848846727116,0.9998060252902616,0.019155878643713768,-0.004578657737641237,-0.01872504364173432,0.996574126796507,0.080556703882374,0.006106106280298274,-0.08045534235316273,0.9967395112831272,0,0
3.2,False,-299.9999963819211,3596431.1706571793,-1.5009831567151268,0.3490658503988659,4.368298036298827,-0.28351919532151293,6.550054657241447,0.9999994293860685,-0.0007089741006711458,0.0007991140498743302,0.0007991140498743498,0.9928800055741503,-0.11911614478234253,-0.000708974100671098,0.11911671539627554,0.9928800055741507,0,0
3.3000000000000003,False,-299.99999998049896,3596135.07100027,-1.3788101090755234,0.3490658503988659,4.368296724754255,-0.2834308709750396,6.804248391988134,0.999770831114084,-0.0012350906514724,0.021371939653179017,0.007883629784896743,0.9494146855922969,-0.3139261109928451,-0.01990310616138018,0.31402265735573937,0.9492068462839734,0,0
3.4000000000000004,False,-299.99999999997067,3595838.9589802297,-1.2566370614359208,0.3490658503988659,4.3682954174709625,-0.28334254943746284,7.674045377220889,0.999850297106583,0.014967190570672233,0.008681392877978766,-0.008681392877978812,0.867959587530286,-0.49655894698610686,-0.014967190570672221,0.4964092440926884,0.8679595875302863,0,0
3.5,False,-300.0,3595542.834597894,-1.1344640137963182,0.3490658503988659,4.368294114450305,-0.28325423070915007,8.6219938823144,0.9999175224539337,0.007435760744801804,-0.010471759724912207,-0.012494286497972436,0.7519542652415859,-0.6590968637384724,0.0029733978033243277,0.6591733402126712,0.7519851504241098,0,0
3.6,False,-300.0,3595246.6978540933,-1.082104136236481,0.4363323129985824,4.3682928156936365,-0.28316591479046715,9.072322042594374,0.999968428029203,-0.0025414487289730165,0.007528876620444988,0.007528876620444955,0.606051932572634,-0.7953894461468588,-0.0025414487289730854,0.7954210181176573,0.6060519325726345,0,0
3.7,False,-300.0,3594950.548749665,-1.2042771838760835,0.4363323129985824,4.368291521202313,-0.2830776016817802,11.09031525514428,0.9996825117853685,0.011855057426423633,0.022233606183347798,0.014842889650382529,0.43597153302464275,-0.8998380471056815,-0.02036085109533911,0.8998823700937562,0.4356571538918129,0,0
3.8000000000000003,False,-300.0,3594654.387285442,-1.326450231515686,0.4363323129985824,4.36829023097769,-0.282989291383457,13.836954440237776,0.9998999636350295,0.01403322818636815,0.0017695279990617614,-0.0017695279990616695,0.24823163256575573,-0.9686990891728955,-0.014033228186368181,0.9685990528079231,0.2482316325657561,0,0
3.9000000000000004,False,-300.0,3594358.2134622624,-1.4486232791552895,0.4363323129985824,4.368288945021125,-0.2829009838958636,12.80491157130325,0.9999687091305487,-0.0049561202832970695,-0.0061658439426583445,-0.005906115589061482,0.050813951272027265,-0.9986906729086689,0.005262941994395469,0.9986958391962281,0.0507830898400455,0,0
4.0,False,-299.99999999999994,3594062.0272809593,-1.5707963267948921,0.4363323129985824,4.368287663333974,-0.28281267921936815,14.272261996603813,0.9999079438449218,0.0010113807703509682,0.013530740732196794,0.01353074073219679,-0.14865633887529855,-0.9887963450414993,0.0010113807703509782,0.9888884011965792,-0.14865633887529828,0,0
4.1000000000000005,False,-299.9999999999989,3593765.828742366,-1.6929693744344956,0.4363323129985824,4.368286385917595,-0.28272437735433864,13.41382129625788,0.9996765454662623,0.021590703241394886,0.013440460490095946,0.020019013505640507,-0.34208288934081693,-0.9394565109245328,-0.0156857751770448,0.939421704216896,-0.3424044656591304,0,0
4.2,False,-299.9999999999921,3593469.617847323,-1.8151424220740981,0.4363323129985824,4.3682851127733455,-0.2826360783011419,15.662139385946398,0.9999617087252923,0.00842289324372246,-0.0023740161335506146,0.002374016133550761,-0.5222099447828801,-0.8528136593753974,-0.008422893243722444,0.8527753681006874,-0.5222099447828799,0,0
4.3,False,-300.0,3593173.394596663,-1.9024088846738252,0.5235987755982988,4.368283843902585,-0.28254778206014686,16.556782877064233,0.9999285123891919,-0.01049725880909709,0.0057251784807566255,-0.0029598876430957273,-0.6812187810519741,-0.7320739111641668,0.011584868418844275,0.732004631064281,-0.6812011530555129,0,0
4.4,False,-300.0,3592877.158991223,-1.7802358370342217,0.5235987755982988,4.368282579306672,-0.2824594886317224,15.842204245556918,0.9998546938268628,0.007792765163204263,0.015161267872632422,0.015161267872632634,-0.8130982845073212,-0.5819289610319656,0.007792765163203845,0.5820742672051044,-0.8130982845073211,0,0
4.5,False,-300.0,3592580.911031842,-1.6580627893946192,0.5235987755982988,4.368281318986966,-0.2823711980162359,14.94398297339917,0.9997565540176415,0.022061811803337526,0.00033039178055635856,0.02026982941066019,-0.9124297494740804,-0.408731068418253,-0.008715888620059325,0.40863826146681076,-0.9126548112791286,0,0
4.6000000000000005,False,-300.0,3592284.650719356,-1.5358897417550148,0.5235987755982988,4.3682800629448275,-0.2822829102140579,13.341104350867278,0.9999980499493071,0.0015419460227824471,-0.0012338962881723117,0.0012338962881725834,-0.9756676988095242,-0.21925104104581633,-0.0015419460227822557,0.21924909099512094,-0.9756676988095245,0,0
4.7,False,-300.0,3591988.3780546007,-1.4137166941154113,0.5235987755982988,4.368278811181617,-0.2821946252255566,11.569923374810791,0.999821333707939,-0.0058239003169883756,0.017982848705917803,-0.005444113723481384,-0.9997626195751136,-0.021096590389653506,0.01810144436910904,0.02099492046664584,-0.9996157016705712,0,0
4.800000000000001,False,-300.0,3591692.093038415,-1.2915436464758088,0.5235987755982988,4.368277563698696,-0.2821063430511019,10.058211938212445,0.9998410034597381,0.013686057253827018,0.011430644665686744,0.011430644665687,-0.9839236569737044,0.1782233924321241,0.013686057253826805,-0.17806439589186035,-0.983923656973705,0,0
4.9,False,-300.0,3591395.7956716367,-1.1693705988362062,0.5235987755982988,4.368276320497426,-0.28201806369106386,9.278675685399115,0.9998739681563644,0.012982396117846077,-0.009138117655694005,0.015443079281805735,-0.9288393299074065,0.3701607900891882,-0.003682269075697243,-0.37025525871781434,-0.9289227547467312,0,0
5.0,False,-300.0,3591099.4859551038,-1.0471975511966036,0.5235987755982988,4.368275081579167,-0.2819297871458117,8.38062444354814,0.9999869263252356,-0.0024325265513831366,0.004497776471671981,-0.0044977764716716915,-0.8368695783565379,0.5473838496230569,0.0024325265513836258,-0.5473969232978236,-0.8368695783565385,0,0
5.1000000000000005,False,-300.0,3590803.163889656,-1.1693705988361955,0.6108652381980153,4.368273846945286,-0.28184151341571645,7.632053964825797,0.999712236028524,0.006226987545008756,0.023166133923634803,-0.011850741530716018,-0.7114451607267144,0.7026416890590166,0.020856774919091412,-0.7027140299614416,-0.7111666380218644,0,0
5.2,False,-300.0,3590506.8294761316,-1.2915436464757981,0.6108652381980153,4.368272616597143,-0.2817532425011486,6.869093872633911,0.9998751834966579,0.015113727300030034,0.0046035502201704935,0.0046035502201703625,-0.5574327174321279,0.8302093548386456,0.015113727300030088,-0.830084538335301,-0.5574327174321285,0,0
5.300000000000001,False,-300.0,3590210.482715369,-1.4137166941154025,0.6108652381980153,4.368271390536103,-0.2816649744024785,6.888903386907328,0.9999575114944671,-0.00013587407988453886,-0.009217198274518841,0.008468847336618455,-0.38135017596413057,0.9243918659945641,-0.0036405810781288852,-0.924430649010707,-0.3813328222682294,0,0
5.4,False,-300.0,3589914.1236082073,-1.535889741755005,0.6108652381980153,4.36827016876353,-0.28157670912007793,6.397600111883179,0.999935090461865,-0.0010878163311131592,0.01134158360443957,-0.011341583604439497,-0.1900731420931537,0.9817044204526003,0.001087816331113667,-0.9817693299907374,-0.19007314209315435,0,0
5.5,False,-300.0,3589617.7521554884,-1.6580627893946076,0.6108652381980153,4.368268951280788,-0.2814884466543176,5.533689742809956,0.9996674472227217,0.018339899439107233,0.018128514880578768,-0.01829062028539239,0.008710150471056185,0.999794772184944,0.018178233489190454,-0.9997938694387613,0.009042702023038935,0,0
5.6000000000000005,False,-300.0,3589321.368358049,-1.780235837034211,0.6108652381980153,4.368267738089243,-0.2814001870055702,5.067022524216075,0.9999364849068956,0.011209106558132158,-0.001175619928111904,-0.0011756199281117807,0.20747271871067632,0.978240097782023,0.011209106558132197,-0.9781765826889155,0.20747271871067588,0,0
5.7,False,-300.0,3589024.9722167323,-1.9024088846738136,0.6108652381980153,4.3682665291902625,-0.28131193017420664,5.923593749585957,0.9999564689524616,-0.00932953777743714,0.00014115590469921446,0.0035808490993192443,0.3976837917220042,0.917515547182354,-0.008616131374228468,-0.917475101311455,0.39769988779690746,0,0
5.800000000000001,False,-300.0,3588728.5637323777,-1.8151424220741088,0.6981317007977318,4.36826532458521,-0.2812236761605991,5.070567662751149,0.9998740093796773,0.004759768797666429,0.01514298411830614,-0.015142984118306294,0.5720830893893337,0.820055869356927,-0.004759768797665884,-0.8201818599772517,0.5720830893893335,0,0
5.9,False,-300.0,3588432.1429058276,-1.6929693744345062,0.6981317007977318,4.368264124275454,-0.2811354249651202,5.350102508681976,0.9997141563866119,0.023161678267492578,0.005928084011202645,-0.02085441418221269,0.7235322040192086,0.6899755380853874,0.011691831735337443,-0.6899019397037054,0.7238084101913523,0,0
6.0,False,-300.0,3588135.70973792,-1.5707963267949037,0.6981317007977318,4.368262928262362,-0.28104717658814315,5.103281368617813,0.9999876945988564,0.004342499540672249,-0.0023986138933331535,-0.002398613893333467,0.8464559266353838,0.5324533884906931,0.004342499540672111,-0.5324410830895459,0.8464559266353838,0,0
6.1000000000000005,False,-300.0,3587839.2642295016,-1.4486232791553002,0.6981317007977318,4.368261736547301,-0.28095893103004,5.303393233176251,0.9998714734066714,-0.00901757085248494,0.013255945213308732,0.0037463495221290192,0.9353491070073926,0.35370611089678333,-0.015588506433775934,-0.3536109888512932,0.9352626727453474,0,0
6.2,False,-300.0,3587542.806381408,-1.3264502315156967,0.6981317007977318,4.36826054913164,-0.280870688291185,5.198698027352449,0.9998407624198711,0.011560445556525684,0.013594333458885761,-0.013594333458885825,0.9869312991228342,0.16056713520991625,-0.011560445556525613,-0.16072637279004734,0.9869312991228344,0,0
6.300000000000001,False,-300.0,3587246.3361944854,-1.2042771838760942,0.6981317007977318,4.368259366016748,-0.28078244837195054,5.797455184975302,0.9998240086685289,0.01776525764629115,-0.0060288730920704066,-0.017985769187187414,0.9990874501093648,-0.038739890819521505,0.005335147302991711,0.03884150685444853,0.9992311412023385,0,0
6.4,False,-300.0,3586949.8536695736,-1.0821041362364916,0.6981317007977318,4.368258187203994,-0.28069421127271166,6.347093742053648,0.9999977256701333,-0.0013177120642986174,0.0016769882178048494,0.0016769882178045946,0.9716214150006205,-0.23653543840766186,-0.001317712064298903,0.23653771273753227,0.971621415000621,0,0
6.5,False,-300.0,3586653.3588075167,-1.1344640137963058,0.7853981633974483,4.368257012694748,-0.28060597699384104,7.250207566771133,0.9997541215009321,0.0006106468143495027,0.022165821716636662,0.00886488138301967,0.9052554218151297,-0.4247752760606153,-0.020325117957113784,0.4248673303335707,0.9050274256591624,0,0
6.6000000000000005,False,-300.0,3586356.8516091597,-1.2566370614359101,0.7853981633974483,4.368255842490381,-0.2805177455357142,7.907950237957137,0.9998555321876382,0.015185855296731283,0.007635741790266654,-0.007635741790267144,0.8026374042222981,-0.5964183873679609,-0.015185855296731046,0.5962739195555964,0.8026374042222987,0,0
6.7,False,-300.0,3586060.332075341,-1.3788101090755127,0.7853981633974483,4.368254676592264,-0.2804295168987049,9.204665605463038,0.9999303181143813,0.005426540920669554,-0.010483871866578292,-0.011426099544117161,0.6680997596535927,-0.74398397523066,0.002967012788388549,0.7440519227879488,0.6681152093992969,0,0
6.800000000000001,False,-300.0,3585763.8002069094,-1.5009831567151162,0.7853981633974483,4.3682535150017685,-0.2803412910831882,11.113061447876971,0.9999604887473696,-0.002335490291499178,0.008577087455900636,0.008577087455900455,0.5069873301265339,-0.8619108310387673,-0.002335490291499758,0.8619503422914009,0.5069873301265345,0,0
6.9,False,-300.0,3585467.256004704,-1.6231562043547187,0.7853981633974483,4.368252357720267,-0.2802530680895392,10.088825203411508,0.9996756518446034,0.013710294613854606,0.021462034635028257,0.015829234028404398,0.32567114235550987,-0.9453505923132048,-0.01995060047085924,0.9453836971613453,0.3253484880591795,0,0
7.0,False,-300.0,3585170.699469574,-1.7453292519943213,0.7853981633974483,4.368251204749131,-0.280164847918133,11.818152769549398,0.9999093526784675,0.013435188865475515,0.000884379038570586,-0.0008843790385705711,0.13107722556545215,-0.9913717661966049,-0.013435188865475537,0.9912811188750688,0.1310772255654528,0,0
7.1000000000000005,False,-300.0,3584874.130602359,-1.8675022996339248,0.7853981633974483,4.368250056089734,-0.2800766305693455,13.094475900316443,0.9999685494527853,-0.006364239728856583,-0.004732500182031154,-0.005157460254884514,-0.06850440914857298,-0.9976374825210411,0.006025006972491409,0.9976305139578852,-0.06853507796087197,0,0
7.2,False,-300.0,3584577.5494039063,-1.8500490071139977,0.8726646259971648,4.368248911743452,-0.279988416043553,13.991116181098887,0.9998985885473604,0.0019070083025603134,0.014112970641842153,0.01411297064184218,-0.26538967233306654,-0.964037937987197,0.0019070083025600093,0.9641393494398396,-0.26538967233306604,0,0
7.300000000000001,False,-300.0,3584280.955875061,-1.7278759594743942,0.8726646259971648,4.368247771711655,-0.27990020434113067,13.68041538679172,0.999683699532817,0.02232921628187582,0.011571818725882952,0.020411689174371028,-0.45156642787660356,-0.8920039933541832,-0.01469230524582003,0.8919580524413673,-0.451879374226753,0,0
7.4,False,-300.0,3583984.350016668,-1.6057029118347916,0.8726646259971648,4.368246635995721,-0.2798119954624559,16.547609192138584,0.9999695521014955,0.007371190333502393,-0.0025613322722396123,0.0025613322722397476,-0.6200778579527313,-0.7845360983751737,-0.007371190333502374,0.7845056504766649,-0.6200778579527311,0,0
7.5,False,-300.0,3583687.731829573,-1.483529864195189,0.8726646259971648,4.368245504597024,-0.2797237894079051,15.670980767862119,0.9999154943057884,-0.010449477347010854,0.007733865165128893,-0.0029852360103270283,-0.7635686483696004,-0.6457197593329329,0.01265277096847705,0.6456421049236112,-0.7635353166269542,0,0
7.6000000000000005,False,-300.0,3583391.1013146206,-1.3613568165555847,0.8726646259971648,4.368244377516939,-0.27963558617785483,14.036945487448783,0.9998496016577195,0.008834370066553784,0.014924073520125274,0.014924073520125664,-0.8766372446323113,-0.4809203815113593,0.008834370066553089,0.48107077985364255,-0.8766372446323114,0,0
7.7,False,-300.0,3583094.4584726593,-1.2391837689159821,0.8726646259971648,4.368243254756844,-0.27954738577268284,13.771809229566477,0.9997733792071863,0.021235285506192858,-0.0015009590672372623,0.01983046215373338,-0.9546343278783157,-0.2971195934419028,-0.007742286446547799,0.29702249525209745,-0.9548390934156358,0,0
7.800000000000001,False,-300.0,3582797.803304534,-1.1170107212763796,0.8726646259971648,4.3682421363181145,-0.2794591881927662,13.349260446353997,0.9999995863277309,0.0006750169845729912,-0.0006096691276133607,0.000609669127613712,-0.9948382888896222,-0.10147121396099903,-0.0006750169845727122,0.10147080028872542,-0.9948382888896227,0,0
7.9,False,-300.0,3582501.135811093,-1.0995574287564196,0.9599310885968813,4.368241022202128,-0.2793709934384828,10.5241111669169,0.9998033598614002,-0.004349223738774883,0.01934750275185718,-0.006228078036637026,-0.9951534121142117,0.09813713568984228,0.01882691301920219,-0.09823833574683133,-0.9949848123141662,0,0
8.0,False,-300.0,3582204.4559931806,-1.2217304763960222,0.9599310885968813,4.368239912410264,-0.2792828015102114,10.11319969281431,0.9998432656261496,0.014241332073664483,0.010518015155542107,0.01051801515554236,-0.9556968449383173,0.29416477003905234,0.014241332073664294,-0.2940080356651986,-0.9556968449383181,0,0
8.1,False,-300.0,3581907.763851648,-1.3439035240356247,0.9599310885968813,4.368238806943898,-0.27919461240832916,8.527467173569242,0.9998902507182343,0.011092574222443767,-0.009820453948460373,0.014438387497907481,-0.8781446103152887,0.47817734820949526,-0.003319560979184948,-0.4782666601084844,-0.8782083934599906,0,0
8.200000000000001,False,-300.0,3581611.0593873397,-1.4660765716752282,0.9599310885968813,4.368237705804411,-0.2791064261332154,8.039224748119327,0.9999812230455916,-0.0025884114477788835,0.005554609115663875,-0.005554609115663679,-0.7657053165883797,0.6431675632880255,0.002588411447779251,-0.6431863402424381,-0.7657053165883807,0,0
8.3,False,-300.0,3581314.342601106,-1.5882496193148308,0.9599310885968813,4.368236608993183,-0.2790182426852486,7.400829533567821,0.9997002174630659,0.00823335512634352,0.0230583405229028,-0.012917415351764591,-0.6226749031780233,0.7823740188253088,0.020799413091157803,-0.7824373309189676,-0.6223818824479563,0,0
8.4,False,-300.0,3581017.613493794,-1.7104226669544333,0.9599310885968813,4.368235516511591,-0.2789300620648083,6.6479126551243315,0.999883426747903,0.014845591818285315,0.0035694983462455734,0.0035694983462450703,-0.4545752519494627,0.890701183897627,0.014845591818285457,-0.8905846106455257,-0.4545752519494636,0,0
8.5,False,-300.0,3580720.8720662533,-1.8325957145940368,0.9599310885968813,4.368234428361019,-0.2788418842722733,6.926334400653249,0.9999633670807516,-0.001941773018231306,-0.008336306980897776,0.007508730328779717,-0.26853044621408945,0.9632419314091905,-0.0041089494257975975,-0.9632692401263537,-0.2685060289099837,0,0
8.6,False,-300.0,3580424.1183193307,-1.8849555921538874,1.0471975511965976,4.368233344542845,-0.27875370930802373,5.633292406514309,0.999925609706622,-0.00043802698003607665,0.01218947025973983,-0.0121894702597398,-0.07177437543759516,0.9973464071451434,0.0004380269800362912,-0.997420797438525,-0.07177437543759589,0,0
8.700000000000001,False,-300.0,3580127.352253877,-1.7627825445142822,1.0471975511965976,4.368232265058452,-0.27866553717243964,5.572231306610535,0.9996686798223308,0.019659990275552448,0.016613710141075863,-0.018992478044357587,0.12775337115736068,0.9916241031437572,0.017372862746856118,-0.9916110935948075,0.12808443582139054,0,0
